cleaned_text,label,keyword_tag,is_profanity,is_insult,is_hate_speech,is_toxic
dış güçlerin maşası olmuşsunuz!!!,,,0,1,1,1
ceza işlemez hangi kanun uygulanıyorki 3 güne çıkar,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,1,0,0,1
ülkeyi sattınız vatan hainleri,,,0,1,1,1
"delirdik hocam delirdik de, kabul etmiyoruz, konduramıyoruz delirdiğimize.",0.0,Deep Humor Karma Röportaj Serisi (Vol27),0,0,0,0
defol git buradan,,,1,1,0,1
Allah'ın pcinu,,,1,1,0,1
ERMENI DÖLÜ,,,0,1,1,1
millet iyice zıvana dan çıktı..ayarlar müthiş bozuk.felaket yani.,0.0,🔴 A fight broke out in traffic!,0,0,0,0
kes lan oç,,,1,1,0,1
2021 giriyoruz bulunmadı -.-,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,0,0,0,0
ermeni dölü!!!,,,0,1,1,1
"hava da havuz gibi ortak alandır, havuza işemek çöp atmak nasıl hoş karşılanmaz ise ses kirliliği yaratmak ta hoş karşılanmaz. toplum hayatına uyum sağlayamayan saygısızlar cezalandırılmadıkça azarlar, azmalarına izin vermeyin, boğazlayan abi doğru olanı yapmış, eline sağlık.",0.0,Metroda şarkı kavgası!,1,1,0,1
emre bom arda da 100% hakli cikti evren sen bekle ardayi hahahaha,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
ama adam da kro aasas,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
gerçekten koyun mısın,,,0,1,0,1
siktir bok,,,1,1,0,1
senin gibilerin soyunu kurutmak lazım!!!,,,0,1,1,1
ne yani ters kelepçe yapması seni mutlu mu edecek. motorcu şanslı günündeymiş demekki. polis insiyatifini de kullanabilir ne var bunda uyarı bile yeterliydi.,0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",1,0,0,1
ben binince şoför kapıya yapışan adama çekil aynayı goremiyoz der geçin arkaya geçin der yolculardan birisi nereye geçelim yer mi var amk der soforle kavga başlar genelde :d,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,1,0,0,1
"yolsuzluk, hırsızlık sizin işiniz ak parti kimse sizin elinize su dökemez bu konuda.",0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
hahahah,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
daldida galata 3 cakti kayakköyde orasi daha heycanli,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
caminin çanakkalede kerhane yapıldığını bile biliyoruz biz fotoğrafları bile var,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
hırsız a hırsız demek ne zaman suç oldu zoruna gidiyor sa hırsızlık değil hizmet yapacaksınız,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,0,0,0
olm ne yalan haber yapıyorsunuz haber için yalandan atıyorsunuz,0.0,Sefo ve Çakal Gece Kulübünde Kavga Ettiler,1,0,0,1
50 sene sonra böyle olur muyuz😅 slkdwljdsşkalq😂,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
bıktık senin gibi köpeklardan,,,0,1,0,1
sen çok mutlusun heralde halinden,0.0,Mehmet Cengiz İnşaat halka küfürlü Ses kaydı.,0,0,0,0
kardeş sende onu mahkemeye ver,0.0,Muharrem ince küfür,0,0,0,0
bıktık senin gibi geri zekalılardan,,,0,1,0,1
erkek olarak katılıyorum diyemem çünkü erkeğin krosuna bayılmam biraz garip olur ablacım sdfkjsfg ama harbiden ne erkeğe ne kadına yakışmıyo,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
"""sen ne söylersen söyle, söylediğin karşındakinin anladığı kadardır."" - mevlana celaleddin - i rumi",0.0,Canlı Yayında Cam Masayı Kırdılar!,1,0,0,1
insanlar necede vəşiləşib.😢,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,0,0,0
aaa abii,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
takibi şikayete bağlı,0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",0,0,0,0
fırıldak varlak işi algı yapmak,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,0,0,0
soysuz köpekler,,,0,1,1,1
hayatımda gördüğüm en büyük pislik,,,0,1,0,1
"lan bu ""eyvallah bızden aga"" dıyen eleman",0.0,This may be the most serious debate that has ever occurred on the metrobus.,1,0,0,1
anlatan adam sanki maç anlatıyo çok rahat,0.0,Galatasaray Taraftarlarının Fenerbahçe Otobüsünü Taşlaması,0,0,0,0
mikrofonu elip alıp yaşlı okur yazarı bile olmayan insanlarla taşağ geçiyorlar bunlara ceza verilmeli,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
sefo kendini bişey sanıyo,0.0,Sefo ve Çakal Gece Kulübünde Kavga Ettiler,0,0,0,0
yaşasın ülkücü mansur ekmel.ddin gelecek .,0.0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları,0,0,0,0
sinirden konuşamadı adamcağız,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
😁😁😁😁,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
hepiniz dış güçlerin maşası olmuşsunuz,,,0,1,1,1
ya kim?,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
bıktık senin gibi yobazlardan,,,0,1,0,1
salih ne boş yaptın be başkan seni evire çevire tokatladı,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
2.59 😂 samet abinin odasıyla aynı,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
"aman haberturkle cnn e dönmesin bari burlada bikac siyasi program izliyebiliyoru,",0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,0,0,0
iki kişi de inip ikişer tokat atamıyorsa..,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,0,0,0
kadın olarak katılıyorum size,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
hepiniz yallah yunanistana,,,0,1,1,1
tam bi dasak,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
sonda koptum 😂,0.0,Deep Humor Karma Röportaj Serisi (Vol27),0,0,0,0
​ hyr,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
cübbeli adamın şahsiyetli duruşu. ..,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
siktir lan,,,1,1,0,1
senin ben bacını,,,1,1,0,1
hepiniz ermeni dölü,,,0,1,1,1
sokratesin savunması,0.0,Muharrem ince küfür,0,0,0,0
saçının traş şeklini giydiğim montun a,0.0,Bursa'da lise öğrencisi ile otobüs şoförü arasında kavga!,0,0,0,0
kardeşim tribune gitmis ama kendi atip tutmuş caaaahıl😊😅😅,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,1,0,1
lan yallah yunanistana,,,0,1,1,1
​ -s8j kaslı adam ne alaka abicim kaslı adam ne yapabilir saçma sapan konuşma ya,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
knk ben de fenerbahçeliyüm. ama kadıköy'de karşılık vermeye kalksalar. ordan çıkamazlar. onu bildiği için bir de skor avantajı var. o yüzden ses çıkarmıyorlar.,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
hiçbirine oy yok,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
Allah'ın yarraku,,,1,1,0,1
"ne güzel görüntüler,keske hergün böle birbirlerinin agizlarini burunlarini kirsalar ceblerini düsünen politikaci is adamlari.😂",0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,1,0,1
dedi ve yaptı adam haklı,0.0,Mehmet Cengiz İnşaat halka küfürlü Ses kaydı.,0,0,0,0
kavgayı bırak korna sesi bile duymadım hiç,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
"adam çok naif rahat küfür için erkek müşteri temsilcisi, istedi.",0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
yazıklar olsun birde ülke yönetiyorlar.,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
ikinizinde taaa,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
hepiniz türk düşmanları,,,0,1,1,1
hepiniz idam edilmelisiniz!!!,,,0,1,1,1
"ben de bu işi yaptım. en azından küfür konusunda çok katıydık. küfüre izin vermiyorduk, devam ederse hattı kapatıyorduk.",0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
sünniler şöyledir,,,0,1,1,1
defol seni,,,1,1,0,1
anmurun muzları😊,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
bu tartışmayı seviyeli yapan kişi sarıklı abimizdir diğerinin konuşma tarzıyla konuşsa böyle edepli bir üslup kullanmasa işin boyutu çok değişirdi bu arada diğer insanların da gülmeleri ayrı terbiyesizlik,0.0,This may be the most serious debate that has ever occurred on the metrobus.,1,0,0,1
"dünyanın en zengin coğrafyasında, dünyanın en aptal insanları sayesinde, dünyanın en fakir insanları olarak yaşamaya devam ediyoruz..",0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,1,0,1
o kadar haklı ki,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
hahah çok iyi anırdım,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,0,0,0
kökünüzü kazıyacağız!!!,,,0,1,1,1
BUNLARIN HEPSI TERÖRIST,,,0,1,1,1
hayatımda gördüğüm en büyük vasıfsız,,,0,1,0,1
yönetim istifa birikmiş sitres,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,1,0,1
😂😂😂😂😂❤,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
güçlü ve zayıf darwin gerisi hikaye,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
izlerken avuçlarım terledi. geçmiş olsun abi korkunç bir olay,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
herkes anladı.,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
yüzlerce lira verip fırtınada maçına gitmiş ama kaybedince teneke. 😂,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,0,1,0,1
ne kadar vasıfsız birisin,,,0,1,0,1
bende 17 yaşındayım benimle aynı yaştaymış birdaha oyuncak silahlada metroda dolaşmasın,0.0,Fearful Moments on the Kadıköy Metro! He Pointed a Rifle at Passengers | NTV,0,0,0,0
metro onun evi degil sonuna kadar sarki soyleyebilirsin ozgursun,0.0,Metroda şarkı kavgası!,0,0,0,0
"ben kötülemek için yazmıyorum 2025 ekim' aylarında hastaneye gittim doktor mr istedi , radyoloji 'de randevu verdiler 30 aralık 'a vermişlerdi en az 2 ay bu gene iyi bazı mr 6 ay sonraya veriyorlar başımdan geçeni yazdım kötülemek için yazmadım",0.0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları,0,1,0,1
sizin gibi kafirlerin yaşamaya hakkı yok!!!,,,0,1,1,1
bu ırkı yok etmek lazım!!!,,,0,1,1,1
ilkkanın orada ne işi var,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
​ doğru olan senin dediğinin tam tersi,0.0,Deep Humor Karma Röportaj Serisi (Vol32),1,0,0,1
5 lira için girdiklere hale bak şaka gibi,0.0,Otobüs şoförü yolcuyla tartıştı!,0,0,0,0
yasak,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
tas kafa direk esgal,0.0,Bursa'da lise öğrencisi ile otobüs şoförü arasında kavga!,1,0,0,1
3.30 daki dayı nicolas tesla nın türk versiyonu,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
bende valla,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
insanlık kalmamış kadına seddrt uygulaniyo onlarvumursamiyo,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,1,0,0,1
looooooooo,0.0,Galatasaray Taraftarlarının Fenerbahçe Otobüsünü Taşlaması,0,0,0,0
mecliste yine kalite konuşmuş :m,0.0,"TBMM'de yine tekmeli, yumruklu kavga - BBC TÜRKÇE",0,1,0,1
"mümtaz reis'in oğlu, güzel kardeşimin çoğu maç tahminlerinin tutması ..👏 .",0.0,MÜMTAZREİS SON DAKİKA GOLÜYLE ÇILDIRDI😂 FENERBAHÇE 1-1 GALATASARAY #fenerbahçe #galatasaray ,0,0,0,0
bıktık senin gibi kifayetsizlardan,,,0,1,0,1
kuduruyor çünkü her zaman,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
çare olmadığı için olabilr,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
ALEVILER ŞÖYLE BÖYLEDIR,,,0,1,1,1
"bu maçı dün gibi hatırlıyorum. hatta bu maçın iki gün öncesinde galatasaray ve fenerbahçe futbolcular spora ve taraftarlara dostluk mesajı vermek için dışarıda buluşup, birlikte güzel vakit geçirmişlerdi. maçta gol pozisyonundan çok kavga çıktı.",0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,1,0,1
türkiyede olsa yok eyyamcı yok doğradı falan derlerdi herhalde,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,1,0,0,1
fetöcü bunlar asmak lazım,,,0,1,1,1
bir çay ları eksik kalmış,0.0,This may be the most serious debate that has ever occurred on the metrobus.,1,0,0,1
kökünüzü kazıyacağız,,,0,1,1,1
"ne kadar korkunç ya. inandıkları dinin ne gerekliliklerini biliyorlar ne de kitabını okumuşlar. böyle doğduk kafasıyla bir ömür bitirmişler. 0 araştırma, 0 sorgulama.",0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,1,0,1
4:30 kapı açmalar falan nerede olsa tanırım dayılanırım ama g.tüm yemiyor ayağı. helal olsun motorcu kardeşe.,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,1,1,0,1
başını aldı ouahaahaahha,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
TAŞ ÜSTÜNDE TAŞ BIRAKMAYACAĞIZ,,,0,1,1,1
SÜNNILER ŞÖYLEDIR,,,0,1,1,1
bıktık senin gibi çakallardan,,,0,1,0,1
komikmi tam olarak nerde 🌹 üyorduk,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
ne kadar güzel ya insanın ister istemez yüzü gülüyor be,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
kes sesini sığır,,,0,1,0,1
allah kabul etsin,0.0,Galatasaray Taraftarlarının Fenerbahçe Otobüsünü Taşlaması,0,0,0,0
inanın bende öyle hissettim 😅 tipi benziyor ama avcılar da oturuyorum dedi bilmiyorum,0.0,Basına SALDIRI !  #sokakröportajları,0,0,0,0
bıktık senin gibi haysiyetsizlardan,,,0,1,0,1
çok güzel laaan,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
bıktık senin gibi cahillardan,,,0,1,0,1
yalanın böylesi görülmedi 😂😂😂😂babadanmı kaldı bu yalanlar 😂😂😂😂,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",1,0,0,1
sağdaki abide program bitsede eve gitsek diye bekliyor😁,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,1,0,1
sen tam bir cahilsın,,,0,1,0,1
​ aynen zorbay küçük hüseyin göçek te olabilir,0.0,Fenerbahçe - Galatasaray Derbisinde Tansiyon Yükseldi! İşte Yaşananlar,0,0,0,0
aynen adamın saclari dökülmüş böyle programlarin stresinden 😂,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,0,0,0
gereksiz yere tartışma çıkarıyorlar. herkes tuttu takimda òzgür iradelidir. kavgaya ne gerek var hiç anlam veremediğim birşey,0.0,Real Madrid Takım Otobüsü Taşlandı! İşte Saldırı Anları !!! (Real Madrid Team Bus),0,0,0,0
yağğğ niye fotoyu değiştirdinnnnnnnnnnnnn,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
"bence insanın krosu hiç çekilmiyo cinsiyet belirtmek gerekiyorsa senin gibi, erkeğin krosundan varoşluk akıyo",0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
asıl olay fatih terim'i ite kaka daldı tek başına 😂,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,1,0,1
bu arada ben galatasaraylıyım. bu yaşanan olayın takımla bi alakası yok ama fenerbahçeli olduğumu düşünerek cevap veren arkadaşlar için söylemek istedim.,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
bana mı diyosun,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
tam bir defol,,,1,1,0,1
9:30 şafak sezer krallığı,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
arap seviciler sizi!!!,,,0,1,1,1
ne var yani soylesene kufretmiyo sonuçta az sabir az tahammul,0.0,Metroda şarkı kavgası!,0,0,0,0
kürtler bölücüdür!!!,,,0,1,1,1
ne sik bir herifsin,,,1,1,0,1
niye yorum yok lan,0.0,RRaenee - TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #239 İzliyor | @Traffic.Channel,1,0,0,1
yüz karaları,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
yahudi tohumu bunlar,,,0,1,1,1
hepiniz yallah arabistana,,,0,1,1,1
ananda haketti,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
KANINIZ BOZUK SIZIN,,,0,1,1,1
ananı seni,,,1,1,0,1
bıktık senin gibi trolllardan,,,0,1,0,1
"o bağırıp çağıran seninki mi yoksa lan ? 😅 hadi uza, boş yapma, milletin sinirini bozma .",0.0,Otobüs şoförü yolcuyla tartıştı!,1,1,0,1
bacını git buradan,,,1,1,0,1
​ doktor iyi edermi bilemem sizi ali koç olsaydı şuan fenerbahçe gezegeni parçalanmıştı kesin😂,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,1,0,0,1
kes sesini beyinsiz,,,0,1,0,1
ya bu turgay demır ne biçim bi varlık ya herkesle kavga etmıs awww xd,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
neyini beğenmedin soylediklerinin,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
eyvallah kardeşim,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,0,0,0
sonra hapiste mi yatıcan. bunun cezası yatılır mı,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
bıktık senin gibi yalakalardan,,,0,1,0,1
aga bee😢,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,0,0,0,0
bircan a kim sabretcek????,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
hasmet 2 elazig,0.0,Metehan [ 2 ] Küfürlü 😂 +18,0,0,0,0
dur sakin ol biliyorum bu yorum un altına bir yumruk insan öldürmez demek için geldin gelmediyse helal olsun neyse bilimsel olarak bir yumruk insan öldürmesi bile ciddi ve kalıcı hasarlara yol açabilir vuran adamın koluna ve eline baktığımda vurduğu adamı fiziksel olarak etkileme ihtimali var burda sadece gördüğüm kadarıyla ciddi bir yere vurmamış fakat eger kulak kısmında daha güçlü bir şekilde varsaydı hem beyin sarsıntısı hemde kulak hasarın yol açabilirdi,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,1,0,1
ne güzel tbmm millet vekilleri,0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
senin ben sürtük,,,1,1,0,1
çare beyaz magazin!,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
genel olarak direkt dost oluyor millet,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
haha adam iyi yumruk atmış sana,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
hepiniz kanınız bozuk sizin,,,0,1,1,1
kendi ülkem den midem bulanıyor........,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,1,0,0,1
4:29 yalniz adamin sesi yakiyor ha,0.0,Deep Humor Karma Röportaj Serisi (Vol27),0,0,0,0
"şimdi denk geldi, ikinci kez izliyorum, gözlerimden yaş geldi gülmekten 🤣🤣 5 sene sonra denk gelse yine izlerim.",0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
kes lan pcin,,,1,1,0,1
sizi denize dökeceğiz,,,0,1,1,1
içi boş demekki. kibirli adamın.,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
aleviler şöyle böyledir,,,0,1,1,1
bence tam tersi bu maçın tamamlanmış olması türk futbolunun en büyük rezilliklerinden biridir,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,1,0,0,1
7:40 ulkenin delisi bile klas giyiniyoo . tamam bize gore sacmasapan rukus olabilir ama adam kirmizilari cekmis entarisi pardesusu sapkasyila kendie bi tarz yaratmis ..bize gore komik ama bu videodakilerin hepsi culsuz gibi dumduz gomlek ya da tisort giymisler .. yani ulkenin delisi bile degisik 😂,0.0,Deep Humor Karma Röportaj Serisi (Vol27),1,0,0,1
kellelerini alacağız,,,0,1,1,1
2010-2011 bizim kupamiz gitti malesef sana oldumu dokunuyor 👍,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,0,1,0,1
mikrofon tutan arkadaş da kahkaha atıp diğer malı gaza getiriyor,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,1,0,1
